domain_name,country,product_line,value_type,value
maersk.com,Mexico,DAP - S2P & Procurement,initiatives,Enhancing safety and compliance in capital infrastructure and port operations
maersk.com,Mexico,DAP - S2P & Procurement,initiatives,Scaling operations and achieving excellence in terminal businesses
maersk.com,Mexico,DAP - S2P & Procurement,initiatives,Driving automation and technical integration for terminal expansion projects
aig.com,United States,DAP - S2P & Procurement,initiatives,Global source to pay functions within the GS&PS organization
aig.com,United States,DAP - S2P & Procurement,initiatives,"Comprehensive cost reduction opportunities, value proposition, quality of service, customer experience and innovation"
aig.com,United States,DAP - S2P & Procurement,initiatives,Continuous Improvement vision and objectives
aig.com,United States,DAP - S2P & Procurement,initiatives,Project delivery experience in Insurance
aig.com,United States,DAP - S2P & Procurement,initiatives,Improvement and transformation opportunities to enhance the customer experience
maersk.com,Germany,DAP - S2P & Procurement,initiatives,Enhancing procurement quality and compliance
maersk.com,Germany,DAP - S2P & Procurement,initiatives,Driving innovation and sustainable procurement agenda
maersk.com,Germany,DAP - S2P & Procurement,initiatives,Optimizing procurement process and contract value handovers
maersk.com,Germany,DAP - S2P & Procurement,initiatives,Implementing digital solutions to optimize procurement process
maersk.com,Germany,DAP - S2P & Procurement,initiatives,Supporting cross-geography procurement and best practices
highmarkhealth.org,United States,DAP - S2P & Procurement,team,Procurement team
highmarkhealth.org,United States,DAP - S2P & Procurement,team,Category management team
alcon.com,United States,DAP - S2P & Procurement,team,Procurement Analytics CoE
alcon.com,United States,DAP - S2P & Procurement,team,Global Supply Chain Planning COE and Data Management
alcon.com,United States,DAP - S2P & Procurement,team,IT Procurement Category Management
maersk.com,Denmark,DAP - S2P & Procurement,team,Technology Procurement function
maersk.com,Denmark,DAP - S2P & Procurement,team,Transportation Assets team
maersk.com,Denmark,DAP - S2P & Procurement,team,Storage Solutions team
maersk.com,Denmark,DAP - S2P & Procurement,team,Professional Services team
aig.com,Canada,DAP - S2P & Procurement,team,Finance
aig.com,Canada,DAP - S2P & Procurement,team,Technology
maersk.com,India,DAP - S2P & Procurement,team,Asset Strategy & Strategic Partnerships function
maersk.com,India,DAP - S2P & Procurement,team,Digital Delivery team
maersk.com,India,DAP - S2P & Procurement,team,"Governance, Risk and Control team"
maersk.com,Mexico,DAP - S2P & Procurement,team,APM Terminals - Project Team
maersk.com,Mexico,DAP - S2P & Procurement,team,APM Terminals - Terminal Team
maersk.com,Mexico,DAP - S2P & Procurement,team,APM Terminals - IT & Automation Team
aig.com,United States,DAP - S2P & Procurement,team,GS&PS leadership team
aig.com,United States,DAP - S2P & Procurement,team,"Personal Lines, Claims & Contact Centers"
aig.com,United States,DAP - S2P & Procurement,team,Global Business Operations & IT
maersk.com,Germany,DAP - S2P & Procurement,team,North Europe Continent logistics & services procurement team
maersk.com,Germany,DAP - S2P & Procurement,team,Maersk Customs Services
maersk.com,Germany,DAP - S2P & Procurement,team,"Internal VAS Team, Intermodal, Procurement, Sales, Finance"
alcon.com,United States,DAP - S2P & Procurement,tools,SAP Ariba
alcon.com,United States,DAP - S2P & Procurement,tools,Analytics tools
maersk.com,India,DAP - S2P & Procurement,tools,Digital procurement systems
maersk.com,India,DAP - S2P & Procurement,tools,SAP GRC tool
maersk.com,Germany,DAP - S2P & Procurement,tools,Coupa
maersk.com,Germany,DAP - S2P & Procurement,tools,SAP Ariba
maersk.com,Germany,DAP - S2P & Procurement,tools,Digital procurement tools
highmarkhealth.org,United States,DAP - S2P & Procurement,positioning,In-app guidance for strategic sourcing
highmarkhealth.org,United States,DAP - S2P & Procurement,positioning,Task Lists for supplier relationship management
highmarkhealth.org,United States,DAP - S2P & Procurement,positioning,Smart Tips for demand and compliance management
highmarkhealth.org,United States,DAP - S2P & Procurement,positioning,Flows for spend analysis and category governance
alcon.com,United States,DAP - S2P & Procurement,positioning,In-app guidance for effective category management and RFPs
alcon.com,United States,DAP - S2P & Procurement,positioning,Enhanced data-driven decision-making through in-app analytics support
alcon.com,United States,DAP - S2P & Procurement,positioning,Improved planning capabilities and customer-centric operations
alcon.com,United States,DAP - S2P & Procurement,positioning,Support for procurement category management and supplier relationship management
maersk.com,Denmark,DAP - S2P & Procurement,positioning,In-app guidance for navigating procurement processes effectively
maersk.com,Denmark,DAP - S2P & Procurement,positioning,Boosting productivity and ensuring adherence to best practices
maersk.com,Denmark,DAP - S2P & Procurement,positioning,Optimizing user adoption and training times
maersk.com,Denmark,DAP - S2P & Procurement,positioning,"Enhancing reliability, productivity, and reducing costs"
maersk.com,Denmark,DAP - S2P & Procurement,positioning,Creating transparency and governance in the supplier landscape
aig.com,Canada,DAP - S2P & Procurement,positioning,In-app guidance and task lists will enhance financial management and process efficiency
aig.com,Canada,DAP - S2P & Procurement,positioning,Smart tips will aid in meeting regulatory financial reporting requirements accurately and timely
aig.com,Canada,DAP - S2P & Procurement,positioning,Flows and task lists will support the implementation of changes in finance organizational design
aig.com,Canada,DAP - S2P & Procurement,positioning,In-app guidance will facilitate technology platform development and adoption aligned with global strategies
maersk.com,India,DAP - S2P & Procurement,positioning,In-app guidance for navigating procurement processes effectively
maersk.com,India,DAP - S2P & Procurement,positioning,Boosting productivity and adherence to best practices
maersk.com,India,DAP - S2P & Procurement,positioning,Optimizing user adoption and training times
maersk.com,India,DAP - S2P & Procurement,positioning,Driving sustainability agenda and decarbonizing logistics
maersk.com,Mexico,DAP - S2P & Procurement,positioning,In-app guidance for safety and compliance best practices
maersk.com,Mexico,DAP - S2P & Procurement,positioning,Task Lists and Smart Tips for scaling operations and achieving excellence
maersk.com,Mexico,DAP - S2P & Procurement,positioning,Automation of technical integration processes for terminal expansion projects
aig.com,United States,DAP - S2P & Procurement,positioning,In-app guidance for navigating source-to-pay functions
aig.com,United States,DAP - S2P & Procurement,positioning,Boosting productivity and ensuring adherence to best practices
aig.com,United States,DAP - S2P & Procurement,positioning,Optimizing user adoption and training times
aig.com,United States,DAP - S2P & Procurement,positioning,Driving transformation change in global organizations
aig.com,United States,DAP - S2P & Procurement,positioning,Supporting continuous improvement vision and objectives
maersk.com,Germany,DAP - S2P & Procurement,positioning,In-app guidance for navigating procurement processes effectively
maersk.com,Germany,DAP - S2P & Procurement,positioning,Boosting productivity and adherence to best practices
maersk.com,Germany,DAP - S2P & Procurement,positioning,Optimizing user adoption and training times
maersk.com,Germany,DAP - S2P & Procurement,positioning,Enhancing procurement quality and compliance
maersk.com,Germany,DAP - S2P & Procurement,positioning,Driving innovation and sustainable procurement agenda
cisco.com,United States,Whatfix ATS,initiatives,Global Executive Talent Acquisition Strategy
cisco.com,United States,Whatfix ATS,initiatives,Innovative Sourcing Strategies for Top-tier Executive Talent
cisco.com,United States,Whatfix ATS,initiatives,Enhancing Workday Solutions for HR Transformation
aig.com,United States,Whatfix ATS,initiatives,Global Campus recruiting programs overhaul strategy
aig.com,United States,Whatfix ATS,initiatives,Attracting and retaining future leaders through early careers hiring
aig.com,United States,Whatfix ATS,initiatives,Transformation of on-campus relationships with university Career Services
aig.com,United States,Whatfix ATS,initiatives,Talent mapping and pipelining for quality and diversity of hires
aig.com,United States,Whatfix ATS,initiatives,Employment Branding to the next generation of talent
aig.com,United States,Whatfix ATS,initiatives,Advocating for appropriate recruiting strategies and cross Talent Acquisition matters
maersk.com,India,Whatfix ATS,initiatives,Global Process Optimization for Talent Attraction & Acquisition
maersk.com,India,Whatfix ATS,initiatives,Product Management for Recruitment & Talent Modules within Workday
maersk.com,India,Whatfix ATS,initiatives,Digital Product Management for TAA and Talent
maersk.com,India,Whatfix ATS,initiatives,Global Process Optimization for Core HCM
maersk.com,India,Whatfix ATS,initiatives,"Global Process Optimization for Time & Absence, Payroll and Rewards"
cisco.com,United States,Whatfix ATS,team,Global Executive Talent Acquisition Team
cisco.com,United States,Whatfix ATS,team,Global Sourcing Team
cisco.com,United States,Whatfix ATS,team,HR Products and Platforms Team
aig.com,United States,Whatfix ATS,team,Talent Acquisition - Early Careers & Operations
aig.com,United States,Whatfix ATS,team,Global Campus recruiting team
aig.com,United States,Whatfix ATS,team,University Career Services team
aig.com,United States,Whatfix ATS,team,Talent mapping and pipelining team
aig.com,United States,Whatfix ATS,team,Employment Branding team
aig.com,United States,Whatfix ATS,team,Talent Acquisition leadership team
maersk.com,India,Whatfix ATS,team,People Function - Talent Attraction & Acquisition
maersk.com,India,Whatfix ATS,team,Product Management Team
maersk.com,India,Whatfix ATS,team,Digital Product Management Team
maersk.com,India,Whatfix ATS,team,Global HR Team - Core HCM
maersk.com,India,Whatfix ATS,team,"Global HR Team - Time & Absence, Payroll and Rewards"
maersk.com,India,Whatfix ATS,tools,Workday
maersk.com,India,Whatfix ATS,tools,Jira
maersk.com,India,Whatfix ATS,tools,Confluence
maersk.com,India,Whatfix ATS,tools,ARIS
maersk.com,India,Whatfix ATS,tools,RPA (Robotic Process Automation)
maersk.com,India,Whatfix ATS,tools,Celonis
cisco.com,United States,Whatfix ATS,positioning,Streamline ATS usage for efficient global executive talent acquisition strategy
cisco.com,United States,Whatfix ATS,positioning,"Create contextual, in-app guidance for innovative sourcing strategies"
cisco.com,United States,Whatfix ATS,positioning,Enhance user adoption and proficiency in Workday Solutions for HR transformation
aig.com,United States,Whatfix ATS,positioning,Streamline global campus recruiting programs with contextual in-app guidance
aig.com,United States,Whatfix ATS,positioning,Enhance user adoption for early careers hiring and talent mapping
aig.com,United States,Whatfix ATS,positioning,Improve engagement and awareness through in-app engagement initiatives
aig.com,United States,Whatfix ATS,positioning,Reduce time-to-proficiency for new hires through seamless onboarding guidance
maersk.com,India,Whatfix ATS,positioning,Streamline and optimize People processes at various levels with no-code solutions
maersk.com,India,Whatfix ATS,positioning,"Enhance user adoption and proficiency, making hiring processes more efficient"
maersk.com,India,Whatfix ATS,positioning,"Reduce time-to-proficiency for new employees through contextual, in-app guidance"
maersk.com,India,Whatfix ATS,positioning,Facilitate process automation and standardization to enable consistency and compliance across regions
maersk.com,India,Whatfix ATS,positioning,Improve efficiency and effectiveness of People processes using continuous improvement methodologies
aig.com,United States,Whatfix Hub,initiatives,Enhancing Privileged Access Management (PAM) program
aig.com,United States,Whatfix Hub,initiatives,Improving end-user experience for Infrastructure Services projects
maersk.com,Brazil,Whatfix Hub,initiatives,Development of a new fully decarbonized/electrical container terminal in the Port of Suape
maersk.com,Brazil,Whatfix Hub,initiatives,Expansion of business value and proposition for the entire region and hinterland for Maersk
maersk.com,Denmark,Whatfix Hub,initiatives,Agile program management and ways of working for process transformation
maersk.com,Denmark,Whatfix Hub,initiatives,Process maturity and true partnership to the organization
maersk.com,Denmark,Whatfix Hub,initiatives,"Engagement, stakeholder management, and communication for process initiatives"
alcon.com,India,Whatfix Hub,initiatives,Global transformation & implementation projects covering company wide ERP and process changes
alcon.com,India,Whatfix Hub,initiatives,End-to-end IT lifecycle software assets governance and compliance
cisco.com,Mexico,Whatfix Hub,initiatives,Enhancing SaaS Access and Operational Continuity
cisco.com,Mexico,Whatfix Hub,initiatives,Improving Productivity and Onboarding Experience
cisco.com,Mexico,Whatfix Hub,initiatives,Shaping Security Posture and Compliance
cisco.com,Mexico,Whatfix Hub,initiatives,Driving Technical Direction and Alignment with Technological Trends
alcon.com,Mexico,Whatfix Hub,initiatives,Manage IT projects and continuous improvement initiatives for SAP and Non-SAP Enterprise Applications
alcon.com,Mexico,Whatfix Hub,initiatives,Support planning and execution of continuous improvement initiatives in Agile mode
alcon.com,Mexico,Whatfix Hub,initiatives,Ensure proper security and compliance standards are followed
alcon.com,Mexico,Whatfix Hub,initiatives,"Manage relationship with project stakeholders, including internal and external stakeholders"
alcon.com,Mexico,Whatfix Hub,initiatives,"Create and maintain project deliverables such as project charter, project management plan, status reports, etc."
cisco.com,United States,Whatfix Hub,initiatives,Security incident response and threat management
cisco.com,United States,Whatfix Hub,initiatives,Customer onboarding and inventory management experience modernization
cisco.com,United States,Whatfix Hub,initiatives,Technical support for Cisco security products
cisco.com,United States,Whatfix Hub,initiatives,"Enhancing employee experience through centralized onboarding, resource access, and communication"
firstcitizens.com,United States,Whatfix Hub,initiatives,"Enhancing operational reliability, functionality, and efficiency of IT services"
firstcitizens.com,United States,Whatfix Hub,initiatives,"Managing specific Governance, Risk, and Compliance (GRC) services within the Identity and Access Management (IAM) organization"
firstcitizens.com,United States,Whatfix Hub,initiatives,Advancing end user productivity and data security through digital adoption
firstcitizens.com,United States,Whatfix Hub,initiatives,"Developing and maintaining the strategic mission of the IAM Authentication, CIAM and Cloud Security GRC functions"
alcon.com,United States,Whatfix Hub,initiatives,IT strategy alignment with business objectives
alcon.com,United States,Whatfix Hub,initiatives,Value extraction from enterprise platforms
alcon.com,United States,Whatfix Hub,initiatives,Deployment and business readiness for digital products
alcon.com,United States,Whatfix Hub,initiatives,Large scale automation and governance
alcon.com,United States,Whatfix Hub,initiatives,IT audit and risk advisory
maersk.com,Philippines,Whatfix Hub,initiatives,Enhancing cyber security incident response and continuous improvement
maersk.com,Philippines,Whatfix Hub,initiatives,Developing and improving the Global Security Operations Centre (SOC) capabilities
maersk.com,India,Whatfix Hub,initiatives,24x7 operational critical incident management and network operations strategy
maersk.com,India,Whatfix Hub,initiatives,Supporting and driving new WMS and TMS implementations
maersk.com,India,Whatfix Hub,initiatives,Develop and deploy a comprehensive approach for agile program management and ways of working
maersk.com,India,Whatfix Hub,initiatives,Leading the transformation programme on our journey to become operationally excellent
maersk.com,Mexico,Whatfix Hub,initiatives,Standardizing Omni Channel Transportation applications
maersk.com,Mexico,Whatfix Hub,initiatives,Driving large scale application technical debt replacement initiatives
maersk.com,Mexico,Whatfix Hub,initiatives,Improving business operations and supervising software applications
maersk.com,Mexico,Whatfix Hub,initiatives,Enhancing warehouse efficiency and productivity through system upgrades
maersk.com,Mexico,Whatfix Hub,initiatives,Creating equitable and inclusive workplaces
maersk.com,Morocco,Whatfix Hub,initiatives,Technology transformation for global integrator of container logistics
maersk.com,Morocco,Whatfix Hub,initiatives,Centralization of technology support and service management
maersk.com,Morocco,Whatfix Hub,initiatives,Modernization and transformation of Terminal business operations
maersk.com,Morocco,Whatfix Hub,initiatives,Enhancing IT support strategy for global Terminals
maersk.com,Morocco,Whatfix Hub,initiatives,Improving support processes and fostering a culture of continuous improvement
maersk.com,United States,Whatfix Hub,initiatives,Accelerating the transformation of business from independently operated terminals to a global terminals operator
maersk.com,United States,Whatfix Hub,initiatives,Enabling global trade by providing port operations and container management services
maersk.com,United States,Whatfix Hub,initiatives,Developing solutions to meet customer needs across the supply chain
maersk.com,United States,Whatfix Hub,initiatives,Achieving reliability outcomes for services through partnership with Regional Service Delivery Leads
aig.com,United States,Whatfix Hub,team,Identity and Access Management team
aig.com,United States,Whatfix Hub,team,IT EMPO Change Leader and Infrastructure Services team
maersk.com,Brazil,Whatfix Hub,team,APM Terminals Suape
maersk.com,Brazil,Whatfix Hub,team,ICT vendors
maersk.com,Denmark,Whatfix Hub,team,Maersk Process Excellence team
maersk.com,Denmark,Whatfix Hub,team,Fleet Management and Technology (FMT) function
maersk.com,Denmark,Whatfix Hub,team,Change Management team
alcon.com,India,Whatfix Hub,team,"Global Process Owners, Subject Matter Experts, Application Owners, Lean Six Sigma experts, IT experts"
alcon.com,India,Whatfix Hub,team,"Technology and business stakeholders, Infrastructure, Project Management, Development, Legal, Tax, and Finance"
cisco.com,Mexico,Whatfix Hub,team,Service Management Team at ThousandEyes
cisco.com,Mexico,Whatfix Hub,team,Cisco's Network Services Business Group
alcon.com,Mexico,Whatfix Hub,team,Global ESA IT Team
alcon.com,Mexico,Whatfix Hub,team,Information Systems and Information Assurance (ISIA) Team
cisco.com,United States,Whatfix Hub,team,Threat Management Response team
cisco.com,United States,Whatfix Hub,team,Onboarding & Inventory team
cisco.com,United States,Whatfix Hub,team,Cisco Technical Services group
cisco.com,United States,Whatfix Hub,team,Customer Experience Organization
firstcitizens.com,United States,Whatfix Hub,team,IT Infrastructure team
firstcitizens.com,United States,Whatfix Hub,team,Identity and Access Management (IAM) organization
firstcitizens.com,United States,Whatfix Hub,team,End User Services (EUS) team
alcon.com,United States,Whatfix Hub,team,IT Strategy and Alignment Team
alcon.com,United States,Whatfix Hub,team,Value Extraction and Enterprise Platforms Team
alcon.com,United States,Whatfix Hub,team,Digital Products Deployment and Readiness Team
alcon.com,United States,Whatfix Hub,team,Automation and Governance Team
alcon.com,United States,Whatfix Hub,team,IT Audit and Risk Advisory Team
maersk.com,Philippines,Whatfix Hub,team,Global Cyber Defence Centre
maersk.com,Philippines,Whatfix Hub,team,Security Operations Centre (SOC) team
maersk.com,India,Whatfix Hub,team,Technology Operations Platform
maersk.com,India,Whatfix Hub,team,Internal support team
maersk.com,India,Whatfix Hub,team,Process Excellence organization
maersk.com,India,Whatfix Hub,team,Technology Operations function
maersk.com,Mexico,Whatfix Hub,team,Fulfilled by Maersk Platform team
maersk.com,Mexico,Whatfix Hub,team,Technology Operations team
maersk.com,Morocco,Whatfix Hub,team,Technology Operations Leadership Team
maersk.com,Morocco,Whatfix Hub,team,APMT Global Support Team
maersk.com,United States,Whatfix Hub,team,APM Terminals Integration Platform Portfolio team
maersk.com,United States,Whatfix Hub,team,Regional Service Delivery Leads
maersk.com,United States,Whatfix Hub,team,Terminal IT Managers
alcon.com,India,Whatfix Hub,tools,"ERP systems, SAMPRO, SNOW, Flexera, License Dashboard, ServiceNow, SCCM, ServiceNow ITOM"
cisco.com,Mexico,Whatfix Hub,tools,Jira Service Management
cisco.com,Mexico,Whatfix Hub,tools,ServiceNow
alcon.com,Mexico,Whatfix Hub,tools,"Microsoft Office tools including Excel, PowerPoint, and Visio"
alcon.com,Mexico,Whatfix Hub,tools,"MS Teams, SharePoint, ServiceNow or other Project Management tool"
alcon.com,Mexico,Whatfix Hub,tools,"SAP solutions, business processes and functionalities"
alcon.com,Mexico,Whatfix Hub,tools,Agile tools
cisco.com,United States,Whatfix Hub,tools,Security Incident and Event Monitoring (SIEM)
cisco.com,United States,Whatfix Hub,tools,File Integrity Monitoring (FIM)
cisco.com,United States,Whatfix Hub,tools,Vulnerability Scanners
cisco.com,United States,Whatfix Hub,tools,Endpoint Detection & Response (EDR)
cisco.com,United States,Whatfix Hub,tools,"Security Orchestration, Automation & Response (SOAR)"
cisco.com,United States,Whatfix Hub,tools,Network and Host Intrusion Detection (IDS)
cisco.com,United States,Whatfix Hub,tools,"Cloud platforms (AWS, Azure, GCP)"
cisco.com,United States,Whatfix Hub,tools,Cisco physical and virtual network devices and platforms
cisco.com,United States,Whatfix Hub,tools,"Splunk, ELK, Snowflake or other searchable big data solutions"
maersk.com,Philippines,Whatfix Hub,tools,SIEM
maersk.com,Philippines,Whatfix Hub,tools,XSOAR
maersk.com,Philippines,Whatfix Hub,tools,EDR
maersk.com,Philippines,Whatfix Hub,tools,XDR
maersk.com,Philippines,Whatfix Hub,tools,Endpoint
maersk.com,Philippines,Whatfix Hub,tools,Server Estates
maersk.com,Philippines,Whatfix Hub,tools,Cloud
maersk.com,Philippines,Whatfix Hub,tools,Qualys
maersk.com,Philippines,Whatfix Hub,tools,Prisma Cloud
maersk.com,Philippines,Whatfix Hub,tools,Black Duck
maersk.com,Philippines,Whatfix Hub,tools,Polaris
maersk.com,Philippines,Whatfix Hub,tools,Akamai
maersk.com,Philippines,Whatfix Hub,tools,Trend
maersk.com,Philippines,Whatfix Hub,tools,CrowdStrike
maersk.com,Philippines,Whatfix Hub,tools,AlgoSec
maersk.com,India,Whatfix Hub,tools,ITIL
maersk.com,India,Whatfix Hub,tools,"Infor SCE, Exceed, JDA, SAP WMS"
maersk.com,India,Whatfix Hub,tools,Agile program management
maersk.com,India,Whatfix Hub,tools,Technology operations tools and methodologies
maersk.com,Mexico,Whatfix Hub,tools,Omni Channel Transportation applications
maersk.com,Mexico,Whatfix Hub,tools,Handheld scan device interface
maersk.com,Mexico,Whatfix Hub,tools,Label printing services
maersk.com,Mexico,Whatfix Hub,tools,"WMS, DMS, YMS, or other FBM Applications"
maersk.com,Mexico,Whatfix Hub,tools,MS SQL and Oracle SQL support
maersk.com,Mexico,Whatfix Hub,tools,"Support Applications built on Java, .Net, and SQL"
maersk.com,Morocco,Whatfix Hub,tools,Microsoft Server
maersk.com,Morocco,Whatfix Hub,tools,Networking estate
maersk.com,Morocco,Whatfix Hub,tools,VMWare
maersk.com,Morocco,Whatfix Hub,tools,Cisco
maersk.com,Morocco,Whatfix Hub,tools,HPE
maersk.com,Morocco,Whatfix Hub,tools,Orange
maersk.com,Morocco,Whatfix Hub,tools,Linux
maersk.com,Morocco,Whatfix Hub,tools,SAN
maersk.com,Morocco,Whatfix Hub,tools,Zabbix
maersk.com,Morocco,Whatfix Hub,tools,Hyperconverged technologies
aig.com,United States,Whatfix Hub,positioning,Whatfix Hub centralizes onboarding and resource access
aig.com,United States,Whatfix Hub,positioning,"Improves engagement, compliance, and productivity"
aig.com,United States,Whatfix Hub,positioning,"Facilitates easy access to tasks, resources, and notifications"
maersk.com,Brazil,Whatfix Hub,positioning,Whatfix Hub can centralize onboarding and resource access for the new terminal project
maersk.com,Brazil,Whatfix Hub,positioning,Enhance employee engagement and productivity during the expansion of business value
maersk.com,Denmark,Whatfix Hub,positioning,Whatfix Hub centralizes onboarding and communication for process transformation
maersk.com,Denmark,Whatfix Hub,positioning,Whatfix Hub empowers employees with easy access to process resources and notifications
maersk.com,Denmark,Whatfix Hub,positioning,Whatfix Hub facilitates engagement and compliance in global process initiatives
alcon.com,India,Whatfix Hub,positioning,"Centralizing onboarding, resource access, and communication for global transformation projects"
alcon.com,India,Whatfix Hub,positioning,"Facilitating easy access to tasks, resources, and notifications for end-to-end IT lifecycle software assets governance"
cisco.com,Mexico,Whatfix Hub,positioning,Centralizing onboarding and resource access for seamless experience
cisco.com,Mexico,Whatfix Hub,positioning,"Improving engagement, compliance, and productivity through easy access to tasks and resources"
cisco.com,Mexico,Whatfix Hub,positioning,Shaping security posture and compliance through quality assurance processes
cisco.com,Mexico,Whatfix Hub,positioning,Aligning with technological trends and driving technical direction
alcon.com,Mexico,Whatfix Hub,positioning,"Centralizing onboarding, resource access, and communication for global IT projects"
alcon.com,Mexico,Whatfix Hub,positioning,"Facilitating easy access to tasks, resources, and notifications for remote teams"
alcon.com,Mexico,Whatfix Hub,positioning,"Improving engagement, compliance, and productivity across different geographies"
cisco.com,United States,Whatfix Hub,positioning,Centralized onboarding and resource access for new employees
cisco.com,United States,Whatfix Hub,positioning,Enhanced security incident response through guided workflows
cisco.com,United States,Whatfix Hub,positioning,Improved technical support for Cisco security products
cisco.com,United States,Whatfix Hub,positioning,Streamlined inventory management experience for customers
firstcitizens.com,United States,Whatfix Hub,positioning,"Centralizing onboarding, resource access, and communication for IT services"
firstcitizens.com,United States,Whatfix Hub,positioning,"Empowering employees through a desktop widget for easy access to tasks, resources, and notifications"
firstcitizens.com,United States,Whatfix Hub,positioning,"Enhancing operational procedures for Joiners, Movers and Leavers as well as the certification process"
firstcitizens.com,United States,Whatfix Hub,positioning,Aiding in technology adoption and training to advance end user productivity and data security
alcon.com,United States,Whatfix Hub,positioning,Whatfix Hub centralizes onboarding and resource access for IT strategy alignment.
alcon.com,United States,Whatfix Hub,positioning,Facilitates easy access to tasks and resources for value extraction from enterprise platforms.
alcon.com,United States,Whatfix Hub,positioning,Improves deployment and onboarding for digital products in the US market.
alcon.com,United States,Whatfix Hub,positioning,Enhances large scale automation and governance processes.
alcon.com,United States,Whatfix Hub,positioning,Aids in IT audit and risk advisory through process documentation and training.
maersk.com,Philippines,Whatfix Hub,positioning,"Whatfix Hub centralizes onboarding, resource access, and communication"
maersk.com,Philippines,Whatfix Hub,positioning,"Improves engagement, compliance, and productivity"
maersk.com,Philippines,Whatfix Hub,positioning,"Facilitates easy access to tasks, resources, and notifications"
maersk.com,Philippines,Whatfix Hub,positioning,Supports continuous improvement of SOC capabilities
maersk.com,India,Whatfix Hub,positioning,Centralized incident management and network operations strategy
maersk.com,India,Whatfix Hub,positioning,Supporting new WMS and TMS implementations with onboarding and resource access
maersk.com,India,Whatfix Hub,positioning,Comprehensive approach for agile program management and ways of working
maersk.com,India,Whatfix Hub,positioning,Enhancing technology operations to become operationally excellent
maersk.com,Mexico,Whatfix Hub,positioning,Centralizing onboarding and resource access for global impact
maersk.com,Mexico,Whatfix Hub,positioning,Improving employee experience and engagement through easy access to tasks and resources
maersk.com,Mexico,Whatfix Hub,positioning,Facilitating training sessions to enhance user knowledge and proficiency
maersk.com,Mexico,Whatfix Hub,positioning,Supporting incident management processes specific to FbM for timely issue resolution
maersk.com,Mexico,Whatfix Hub,positioning,Enabling continuous improvement and automation within FbM support operations
maersk.com,Morocco,Whatfix Hub,positioning,Centralize technology support and service management for global integrator strategy
maersk.com,Morocco,Whatfix Hub,positioning,Enhance IT support strategy for global Terminals with easy access to resources and notifications
maersk.com,Morocco,Whatfix Hub,positioning,Improve support processes and efficiency through centralized onboarding and resource access
maersk.com,Morocco,Whatfix Hub,positioning,"Facilitate easy access to tasks, resources, and notifications for global support teams"
maersk.com,Morocco,Whatfix Hub,positioning,"Drive engagement, compliance, and productivity through centralized onboarding and communication"
maersk.com,United States,Whatfix Hub,positioning,"Centralizing onboarding, resource access, and communication for a seamless employee experience"
maersk.com,United States,Whatfix Hub,positioning,"Improving engagement, compliance, and productivity through easy access to tasks, resources, and notifications"
maersk.com,United States,Whatfix Hub,positioning,Enhancing problem management processes with structured approach and Six Sigma methodology
maersk.com,United States,Whatfix Hub,positioning,Driving speedy completion of problem RCA’s and improvement plans across platforms and brands
cisco.com,United States,Whatfix Mirror,initiatives,Government regulated cloud compliance
cisco.com,United States,Whatfix Mirror,initiatives,Cloud infrastructure reliability and security
cisco.com,United States,Whatfix Mirror,initiatives,Agile transformation and program management
cisco.com,United States,Whatfix Mirror,initiatives,Technical program operations and delivery
alcon.com,United States,Whatfix Mirror,initiatives,Deliver the strategic vision for Digital Health and manage program execution
alcon.com,United States,Whatfix Mirror,initiatives,"Lead and execute governance, value assurance, metrics and measurement for Digital Health"
alcon.com,United States,Whatfix Mirror,initiatives,Develop and define overall governance plan for Digital Health strategy
alcon.com,United States,Whatfix Mirror,initiatives,Create effective management routines to integrate projects and identify issues early
alcon.com,United States,Whatfix Mirror,initiatives,Establish and track communications plans and initiatives for Digital Health
alcon.com,United States,Whatfix Mirror,initiatives,Support knowledge transfer and onboarding materials for Digital Health
firstcitizens.com,United States,Whatfix Mirror,initiatives,Enhancing digital workplace communication and training programs
firstcitizens.com,United States,Whatfix Mirror,initiatives,Improving end user productivity and data security through effective adoption programs
firstcitizens.com,United States,Whatfix Mirror,initiatives,Advancing adoption of office technology solutions in SVB offices
firstcitizens.com,United States,Whatfix Mirror,initiatives,"Developing and implementing information security strategies in large, complex environments"
maersk.com,United Kingdom,Whatfix Mirror,initiatives,Digitizing Maersk business processes and customer engagement
maersk.com,United Kingdom,Whatfix Mirror,initiatives,Modernizing technology services to enable Maersk to become a logistics integrator
maersk.com,United Kingdom,Whatfix Mirror,initiatives,Improving network reliability and performance for global connectivity
maersk.com,United Kingdom,Whatfix Mirror,initiatives,Enabling a transformational journey with career development opportunities
maersk.com,India,Whatfix Mirror,initiatives,Optimizing end-to-end People processes for Talent including Performance & Learning
maersk.com,India,Whatfix Mirror,initiatives,"Designing, implementing, and managing complex ServiceNow solutions"
maersk.com,India,Whatfix Mirror,initiatives,Building and operating world-class network and perimeter platforms and products
maersk.com,India,Whatfix Mirror,initiatives,"Leading the technical vision, design, and build quality of network and perimeter capabilities"
cisco.com,United States,Whatfix Mirror,team,ONEx Technical Program Management team
cisco.com,United States,Whatfix Mirror,team,Site Reliability Engineer Technical Leader
cisco.com,United States,Whatfix Mirror,team,Transition Program Manager (PgM)
cisco.com,United States,Whatfix Mirror,team,Program leadership team
